time (min),bacterium area (pixels),bacterium area (Âµm^2)
969,1271,3.436784
970,1277,3.4530079999999996
971,1295,3.50168
972,743,2.0090719999999997
973,748,2.022592
974,753,2.0361119999999997
975,759,2.052336
976,759,2.052336
977,763,2.0631519999999997
978,771,2.084784
979,775,2.0955999999999997
980,791,2.138864
981,785,2.1226399999999996
982,796,2.1523839999999996
983,796,2.1523839999999996
984,804,2.174016
985,808,2.1848319999999997
986,815,2.20376
987,823,2.225392
988,820,2.2172799999999997
989,826,2.233504
990,835,2.25784
991,840,2.27136
992,840,2.27136
993,846,2.287584
994,855,2.3119199999999998
995,857,2.317328
996,867,2.344368
997,867,2.344368
998,869,2.349776
999,880,2.37952
1000,889,2.4038559999999998
1001,888,2.4011519999999997
1002,897,2.4254879999999996
1003,904,2.444416
1004,902,2.439008
1005,903,2.441712
1006,918,2.482272
1007,932,2.5201279999999997
1008,934,2.525536
1009,930,2.5147199999999996
1010,940,2.54176
1011,943,2.5498719999999997
1012,953,2.5769119999999996
1013,955,2.5823199999999997
1014,962,2.601248
1015,973,2.630992
1016,971,2.625584
1017,980,2.64992
1018,982,2.655328
1019,999,2.7012959999999997
1020,1002,2.709408
1021,1001,2.7067039999999998
1022,1013,2.739152
1023,1024,2.768896
1024,1033,2.7932319999999997
1025,1035,2.79864
1026,1034,2.7959359999999998
1027,1046,2.828384
1028,1054,2.8500159999999997
1029,1062,2.871648
1030,1066,2.8824639999999997
1031,1065,2.8797599999999997
1032,1082,2.925728
1033,1095,2.96088
1034,1092,2.952768
1035,1102,2.979808
1036,1108,2.9960319999999996
1037,1124,3.0392959999999998
1038,1131,3.0582239999999996
1039,1137,3.074448
1040,1148,3.104192
1041,1146,3.0987839999999998
1042,1151,3.112304
1043,1152,3.1150079999999996
1044,1169,3.160976
1045,1181,3.193424
1046,1179,3.1880159999999997
1047,1185,3.20424
1048,1184,3.201536
1049,1202,3.2502079999999998
1050,1203,3.252912
1051,1208,3.2664319999999996
1052,1209,3.2691359999999996
1053,1221,3.3015839999999996
1054,1223,3.3069919999999997
1055,1232,3.3313279999999996
1056,1244,3.3637759999999997
1057,1253,3.3881119999999996
1058,1263,3.415152
1059,1271,3.436784
1060,1295,3.50168
1061,1274,3.444896
1062,1298,3.5097919999999996
1063,1305,3.52872
1064,1322,3.5746879999999996
1065,1324,3.5800959999999997
1066,0,0.0
1067,763,2.0631519999999997
1068,757,2.046928
1069,774,2.0928959999999996
1070,768,2.076672
1071,781,2.111824
1072,785,2.1226399999999996
1073,785,2.1226399999999996
1074,796,2.1523839999999996
1075,789,2.133456
1076,791,2.138864
1077,801,2.165904
1078,804,2.174016
1079,799,2.1604959999999997
1080,811,2.192944
1081,814,2.201056
1082,820,2.2172799999999997
1083,834,2.255136
1084,838,2.265952
1085,839,2.268656
1086,844,2.2821759999999998
1087,855,2.3119199999999998
1088,858,2.320032
1089,861,2.328144
1090,876,2.3687039999999997
1091,875,2.3659999999999997
1092,876,2.3687039999999997
1093,883,2.387632
1094,895,2.42008
1095,901,2.436304
1096,906,2.449824
1097,911,2.4633439999999998
1098,911,2.4633439999999998
1099,911,2.4633439999999998
1100,929,2.512016
1101,936,2.530944
1102,930,2.5147199999999996
1103,942,2.5471679999999997
1104,941,2.5444639999999996
1105,952,2.5742079999999996
1106,959,2.593136
1107,964,2.6066559999999996
1108,974,2.6336959999999996
1109,986,2.6661439999999996
1110,984,2.660736
1111,985,2.66344
1112,993,2.685072
1113,1000,2.7039999999999997
1114,1003,2.712112
1115,1014,2.741856
1116,1019,2.7553759999999996
1117,1027,2.777008
1118,1032,2.7905279999999997
1119,1035,2.79864
1120,1049,2.836496
1121,1051,2.841904
1122,1055,2.8527199999999997
1123,1069,2.890576
1124,1077,2.9122079999999997
1125,1091,2.950064
1126,1092,2.952768
1127,1098,2.9689919999999996
1128,1105,2.98792
1129,1107,2.993328
1130,1114,3.012256
1131,1126,3.044704
1132,1132,3.0609279999999996
1133,1138,3.077152
1134,1143,3.0906719999999996
1135,1152,3.1150079999999996
1136,1158,3.131232
1137,1161,3.139344
1138,1167,3.1555679999999997
1139,1176,3.1799039999999996
1140,1179,3.1880159999999997
1141,1193,3.225872
1142,1199,3.2420959999999996
1143,1210,3.2718399999999996
1144,1217,3.290768
1145,1233,3.3340319999999997
1146,1231,3.3286239999999996
1147,1251,3.382704
1148,1269,3.4313759999999998
1149,1280,3.4611199999999998
1150,1290,3.4881599999999997
1151,1295,3.50168
1152,1302,3.5206079999999997
1153,1317,3.561168
1154,1318,3.563872
1155,1337,3.615248
1156,1337,3.615248
1157,1346,3.6395839999999997
1158,1339,3.620656
1159,1353,3.6585119999999995
1160,743,2.0090719999999997
1161,752,2.0334079999999997
1162,744,2.011776
1163,751,2.030704
1164,757,2.046928
1165,756,2.044224
1166,765,2.0685599999999997
1167,775,2.0955999999999997
1168,775,2.0955999999999997
1169,0,0.0
1170,788,2.1307519999999998
1171,773,2.090192
1172,793,2.144272
1173,797,2.1550879999999997
1174,804,2.174016
1175,813,2.198352
1176,818,2.211872
1177,821,2.2199839999999997
1178,823,2.225392
1179,829,2.241616
1180,832,2.2497279999999997
1181,836,2.260544
1182,847,2.290288
1183,847,2.290288
1184,851,2.301104
1185,867,2.344368
1186,870,2.35248
1187,884,2.390336
1188,884,2.390336
1189,888,2.4011519999999997
1190,890,2.40656
1191,892,2.411968
1192,902,2.439008
1193,906,2.449824
1194,918,2.482272
1195,928,2.509312
1196,926,2.503904
1197,940,2.54176
1198,941,2.5444639999999996
1199,947,2.560688
1200,948,2.563392
1201,948,2.563392
1202,959,2.593136
1203,963,2.6039519999999996
1204,967,2.6147679999999998
1205,987,2.6688479999999997
1206,983,2.658032
1207,989,2.6742559999999997
1208,995,2.69048
1209,1006,2.720224
1210,1004,2.714816
1211,1012,2.7364479999999998
1212,1019,2.7553759999999996
1213,1027,2.777008
1214,1030,2.7851199999999996
1215,1046,2.828384
1216,1044,2.8229759999999997
1217,1049,2.836496
1218,1063,2.8743519999999996
1219,1062,2.871648
1220,1067,2.8851679999999997
1221,1080,2.92032
1222,1093,2.955472
1223,1092,2.952768
1224,1096,2.963584
1225,1101,2.9771039999999998
1226,1102,2.979808
1227,1117,3.020368
1228,1128,3.050112
1229,1135,3.0690399999999998
1230,1139,3.079856
1231,1146,3.0987839999999998
1232,1153,3.1177119999999996
1233,1167,3.1555679999999997
1234,1179,3.1880159999999997
1235,1181,3.193424
1236,1181,3.193424
1237,1210,3.2718399999999996
1238,1210,3.2718399999999996
1239,1222,3.3042879999999997
1240,1226,3.315104
1241,1246,3.3691839999999997
1242,1256,3.3962239999999997
1243,1251,3.382704
1244,1266,3.4232639999999996
1245,1268,3.4286719999999997
1246,1275,3.4475999999999996
1247,1291,3.4908639999999997
1248,1286,3.4773439999999995
1249,1301,3.5179039999999997
1250,1314,3.5530559999999998
1251,1295,3.50168
1252,1272,3.439488
1253,1274,3.444896
1254,1296,3.504384
1255,1298,3.5097919999999996
1256,1328,3.590912
1257,1321,3.5719839999999996
1258,1320,3.5692799999999996
1259,1337,3.615248
1260,0,0.0
1261,1406,3.801824
1262,1286,3.4773439999999995
1263,0,0.0
1264,0,0.0
1265,0,0.0
1266,0,0.0
1267,787,2.1280479999999997
1268,784,2.119936
1269,802,2.168608
1270,800,2.1632
1271,801,2.165904
1272,800,2.1632
1273,813,2.198352
1274,819,2.2145759999999997
1275,822,2.2226879999999998
1276,825,2.2308
1277,829,2.241616
1278,839,2.268656
1279,850,2.2984
1280,845,2.28488
1281,850,2.2984
1282,854,2.3092159999999997
1283,856,2.314624
1284,865,2.3389599999999997
1285,860,2.32544
1286,877,2.3714079999999997
1287,884,2.390336
1288,887,2.3984479999999997
1289,887,2.3984479999999997
1290,895,2.42008
1291,915,2.47416
1292,907,2.452528
1293,910,2.4606399999999997
1294,920,2.4876799999999997
1295,925,2.5012
1296,932,2.5201279999999997
1297,935,2.52824
1298,938,2.536352
1299,950,2.5688
1300,953,2.5769119999999996
1301,964,2.6066559999999996
1302,969,2.620176
1303,977,2.6418079999999997
1304,986,2.6661439999999996
1305,987,2.6688479999999997
1306,996,2.693184
1307,1001,2.7067039999999998
1308,1001,2.7067039999999998
1309,1009,2.7283359999999997
1310,1022,2.7634879999999997
1311,1017,2.749968
1312,1025,2.7716
1313,1033,2.7932319999999997
1314,1042,2.8175679999999996
1315,1042,2.8175679999999996
1316,1053,2.8473119999999996
1317,1059,2.863536
1318,1079,2.9176159999999998
1319,1065,2.8797599999999997
1320,1077,2.9122079999999997
1321,1088,2.9419519999999997
1322,1092,2.952768
1323,1093,2.955472
1324,1097,2.9662879999999996
1325,1092,2.952768
1326,1119,3.0257759999999996
1327,1110,3.0014399999999997
1328,1122,3.0338879999999997
1329,1132,3.0609279999999996
1330,1145,3.0960799999999997
1331,1151,3.112304
1332,1175,3.1771999999999996
1333,1167,3.1555679999999997
1334,1170,3.16368
1335,1192,3.223168
1336,1194,3.228576
1337,1212,3.2772479999999997
1338,1223,3.3069919999999997
1339,1244,3.3637759999999997
1340,1252,3.385408
1341,1266,3.4232639999999996
1342,1261,3.409744
1343,1264,3.4178559999999996
1344,1261,3.409744
1345,1276,3.4503039999999996
1346,1270,3.43408
1347,1293,3.496272
1348,1254,3.3908159999999996
1349,0,0.0
1350,786,2.1253439999999997
1351,786,2.1253439999999997
1352,786,2.1253439999999997
1353,787,2.1280479999999997
1354,788,2.1307519999999998
1355,803,2.171312
1356,802,2.168608
1357,815,2.20376
1358,809,2.1875359999999997
1359,818,2.211872
1360,825,2.2308
1361,0,0.0
1362,828,2.238912
1363,836,2.260544
1364,842,2.2767679999999997
1365,851,2.301104
1366,858,2.320032
1367,860,2.32544
1368,858,2.320032
1369,877,2.3714079999999997
1370,883,2.387632
1371,879,2.376816
1372,893,2.414672
1373,896,2.422784
1374,898,2.4281919999999997
1375,909,2.4579359999999997
1376,914,2.471456
1377,908,2.4552319999999996
1378,918,2.482272
1379,920,2.4876799999999997
1380,924,2.498496
1381,934,2.525536
1382,938,2.536352
1383,942,2.5471679999999997
1384,944,2.5525759999999997
1385,958,2.590432
1386,960,2.59584
1387,973,2.630992
1388,976,2.6391039999999997
1389,989,2.6742559999999997
1390,993,2.685072
1391,985,2.66344
1392,993,2.685072
1393,1006,2.720224
1394,1015,2.74456
1395,1018,2.752672
1396,1031,2.7878239999999996
1397,1036,2.801344
1398,1032,2.7905279999999997
1399,1032,2.7905279999999997
1400,1045,2.8256799999999997
1401,1047,2.831088
1402,1061,2.868944
1403,1065,2.8797599999999997
1404,1068,2.8878719999999998
1405,1075,2.9067999999999996
1406,1093,2.955472
1407,1088,2.9419519999999997
1408,1101,2.9771039999999998
1409,1103,2.982512
1410,1107,2.993328
1411,1106,2.990624
1412,1119,3.0257759999999996
1413,1120,3.0284799999999996
1414,1131,3.0582239999999996
1415,1130,3.0555199999999996
1416,1156,3.1258239999999997
1417,1174,3.174496
1418,1172,3.169088
1419,1173,3.171792
1420,1177,3.1826079999999997
1421,1202,3.2502079999999998
1422,1197,3.2366879999999996
1423,1224,3.3096959999999997
1424,1248,3.374592
1425,1252,3.385408
1426,1260,3.40704
1427,1271,3.436784
1428,1276,3.4503039999999996
1429,1294,3.498976
1430,1283,3.469232
1431,1309,3.5395359999999996
1432,1309,3.5395359999999996
1433,1308,3.5368319999999995
1434,1303,3.5233119999999998
1435,0,0.0
1436,708,1.914432
1437,728,1.9685119999999998
1438,736,1.990144
1439,731,1.976624
1440,742,2.0063679999999997
1441,731,1.976624
1442,744,2.011776
1443,751,2.030704
1444,754,2.0388159999999997
1445,760,2.05504
1446,763,2.0631519999999997
1447,770,2.08208
1448,775,2.0955999999999997
1449,777,2.1010079999999998
1450,779,2.106416
1451,783,2.117232
1452,797,2.1550879999999997
1453,793,2.144272
1454,804,2.174016
1455,802,2.168608
1456,817,2.209168
1457,812,2.195648
1458,823,2.225392
1459,818,2.211872
1460,836,2.260544
1461,834,2.255136
1462,844,2.2821759999999998
1463,844,2.2821759999999998
1464,854,2.3092159999999997
1465,849,2.295696
1466,851,2.301104
1467,860,2.32544
1468,873,2.360592
1469,877,2.3714079999999997
1470,883,2.387632
1471,887,2.3984479999999997
1472,896,2.422784
1473,901,2.436304
1474,904,2.444416
1475,918,2.482272
1476,914,2.471456
1477,918,2.482272
1478,919,2.4849759999999996
1479,939,2.539056
1480,943,2.5498719999999997
1481,944,2.5525759999999997
1482,958,2.590432
1483,957,2.587728
1484,965,2.6093599999999997
1485,970,2.62288
1486,980,2.64992
1487,976,2.6391039999999997
1488,992,2.682368
1489,998,2.6985919999999997
1490,1012,2.7364479999999998
1491,998,2.6985919999999997
1492,1009,2.7283359999999997
1493,1028,2.779712
1494,1026,2.774304
1495,1025,2.7716
1496,1037,2.804048
1497,1048,2.833792
1498,1049,2.836496
1499,1058,2.860832
1500,1073,2.901392
1501,1082,2.925728
1502,1077,2.9122079999999997
1503,1082,2.925728
1504,1083,2.928432
1505,1091,2.950064
1506,1093,2.955472
1507,1108,2.9960319999999996
1508,1108,2.9960319999999996
1509,1119,3.0257759999999996
1510,1131,3.0582239999999996
1511,1144,3.0933759999999997
1512,1146,3.0987839999999998
1513,1152,3.1150079999999996
1514,1150,3.1096
1515,1173,3.171792
1516,1181,3.193424
1517,1195,3.23128
1518,1197,3.2366879999999996
1519,1198,3.2393919999999996
1520,1213,3.2799519999999998
1521,1218,3.293472
1522,1231,3.3286239999999996
1523,1245,3.3664799999999997
1524,700,1.8927999999999998
1525,716,1.9360639999999998
1526,715,1.93336
1527,722,1.9522879999999998
1528,721,1.9495839999999998
1529,730,1.97392
1530,735,1.9874399999999999
1531,738,1.9955519999999998
1532,743,2.0090719999999997
1533,750,2.028
1534,749,2.025296
1535,749,2.025296
1536,762,2.060448
1537,759,2.052336
1538,765,2.0685599999999997
1539,771,2.084784
1540,764,2.0658559999999997
1541,781,2.111824
1542,784,2.119936
1543,792,2.141568
1544,793,2.144272
1545,796,2.1523839999999996
1546,799,2.1604959999999997
1547,796,2.1523839999999996
1548,817,2.209168
1549,809,2.1875359999999997
1550,812,2.195648
1551,834,2.255136
1552,835,2.25784
1553,846,2.287584
1554,848,2.292992
1555,850,2.2984
1556,846,2.287584
1557,863,2.3335519999999996
1558,857,2.317328
1559,870,2.35248
1560,873,2.360592
1561,873,2.360592
1562,883,2.387632
1563,884,2.390336
1564,886,2.3957439999999997
1565,888,2.4011519999999997
1566,905,2.44712
1567,905,2.44712
1568,919,2.4849759999999996
1569,918,2.482272
1570,930,2.5147199999999996
1571,929,2.512016
1572,940,2.54176
1573,936,2.530944
1574,959,2.593136
1575,957,2.587728
1576,950,2.5688
1577,965,2.6093599999999997
1578,972,2.628288
1579,967,2.6147679999999998
1580,980,2.64992
1581,992,2.682368
1582,991,2.679664
1583,1001,2.7067039999999998
1584,1001,2.7067039999999998
1585,1004,2.714816
1586,1017,2.749968
1587,1021,2.7607839999999997
1588,1037,2.804048
1589,1028,2.779712
1590,1037,2.804048
1591,1051,2.841904
1592,1047,2.831088
1593,1055,2.8527199999999997
1594,1062,2.871648
1595,1063,2.8743519999999996
1596,1079,2.9176159999999998
1597,1080,2.92032
1598,1085,2.93384
1599,1086,2.9365439999999996
1600,1090,2.9473599999999998
1601,1100,2.9743999999999997
1602,1116,3.017664
1603,1118,3.023072
1604,1120,3.0284799999999996
1605,1133,3.0636319999999997
1606,1138,3.077152
1607,1159,3.133936
1608,1164,3.1474559999999996
1609,1166,3.1528639999999997
1610,1176,3.1799039999999996
1611,1193,3.225872
1612,1203,3.252912
1613,1214,3.282656
1614,1213,3.2799519999999998
1615,1234,3.3367359999999997
1616,1241,3.355664
1617,1251,3.382704
1618,1266,3.4232639999999996
1619,1260,3.40704
1620,1256,3.3962239999999997
1621,1286,3.4773439999999995
1622,713,1.9279519999999999
1623,716,1.9360639999999998
1624,724,1.9576959999999999
1625,721,1.9495839999999998
1626,735,1.9874399999999999
1627,736,1.990144
1628,744,2.011776
1629,745,2.01448
1630,0,0.0
1631,743,2.0090719999999997
1632,1299,3.5124959999999996
1633,764,2.0658559999999997
1634,772,2.087488
1635,774,2.0928959999999996
1636,776,2.0983039999999997
1637,782,2.114528
1638,786,2.1253439999999997
1639,796,2.1523839999999996
1640,801,2.165904
1641,800,2.1632
1642,813,2.198352
1643,813,2.198352
1644,815,2.20376
1645,825,2.2308
1646,828,2.238912
1647,833,2.2524319999999998
1648,841,2.2740639999999996
1649,843,2.2794719999999997
1650,848,2.292992
1651,852,2.3038079999999996
1652,860,2.32544
1653,865,2.3389599999999997
1654,870,2.35248
1655,873,2.360592
1656,881,2.382224
1657,885,2.3930399999999996
1658,884,2.390336
1659,893,2.414672
1660,898,2.4281919999999997
1661,904,2.444416
1662,911,2.4633439999999998
1663,911,2.4633439999999998
1664,920,2.4876799999999997
1665,918,2.482272
1666,928,2.509312
1667,932,2.5201279999999997
1668,948,2.563392
1669,947,2.560688
1670,957,2.587728
1671,959,2.593136
1672,968,2.617472
1673,966,2.6120639999999997
1674,968,2.617472
1675,986,2.6661439999999996
1676,998,2.6985919999999997
1677,997,2.6958879999999996
1678,1003,2.712112
1679,1015,2.74456
1680,1019,2.7553759999999996
1681,1027,2.777008
1682,1027,2.777008
1683,1028,2.779712
1684,1040,2.81216
1685,1043,2.8202719999999997
1686,1054,2.8500159999999997
1687,1063,2.8743519999999996
1688,1065,2.8797599999999997
1689,1079,2.9176159999999998
1690,1081,2.923024
1691,1081,2.923024
1692,1090,2.9473599999999998
1693,1092,2.952768
1694,1102,2.979808
1695,1103,2.982512
1696,1115,3.01496
1697,1116,3.017664
1698,1123,3.0365919999999997
1699,1142,3.0879679999999996
1700,1142,3.0879679999999996
1701,1153,3.1177119999999996
1702,1164,3.1474559999999996
1703,1173,3.171792
1704,1172,3.169088
1705,1178,3.1853119999999997
1706,1197,3.2366879999999996
1707,1210,3.2718399999999996
1708,1207,3.263728
1709,1231,3.3286239999999996
1710,1240,3.35296
1711,1246,3.3691839999999997
1712,1256,3.3962239999999997
1713,1244,3.3637759999999997
1714,1263,3.415152
1715,1249,3.377296
1716,1255,3.3935199999999996
1717,693,1.8738719999999998
1718,691,1.868464
1719,696,1.8819839999999999
1720,701,1.8955039999999999
1721,703,1.900912
1722,710,1.9198399999999998
1723,713,1.9279519999999999
1724,721,1.9495839999999998
1725,725,1.9604
1726,733,1.9820319999999998
1727,729,1.9712159999999999
1728,733,1.9820319999999998
1729,741,2.0036639999999997
1730,748,2.022592
1731,751,2.030704
1732,750,2.028
1733,748,2.022592
1734,763,2.0631519999999997
1735,765,2.0685599999999997
1736,771,2.084784
1737,773,2.090192
1738,778,2.103712
1739,782,2.114528
1740,790,2.13616
1741,785,2.1226399999999996
1742,795,2.14968
1743,802,2.168608
1744,805,2.17672
1745,806,2.179424
1746,814,2.201056
1747,813,2.198352
1748,818,2.211872
1749,836,2.260544
1750,832,2.2497279999999997
1751,838,2.265952
1752,839,2.268656
1753,842,2.2767679999999997
1754,852,2.3038079999999996
1755,864,2.3362559999999997
1756,861,2.328144
1757,861,2.328144
1758,872,2.357888
1759,887,2.3984479999999997
1760,888,2.4011519999999997
1761,897,2.4254879999999996
1762,896,2.422784
1763,901,2.436304
1764,909,2.4579359999999997
1765,908,2.4552319999999996
1766,917,2.479568
1767,929,2.512016
1768,928,2.509312
1769,932,2.5201279999999997
1770,936,2.530944
1771,944,2.5525759999999997
1772,942,2.5471679999999997
1773,955,2.5823199999999997
1774,974,2.6336959999999996
1775,966,2.6120639999999997
1776,976,2.6391039999999997
1777,982,2.655328
1778,995,2.69048
1779,987,2.6688479999999997
1780,999,2.7012959999999997
1781,1011,2.7337439999999997
1782,1014,2.741856
1783,1014,2.741856
1784,1021,2.7607839999999997
1785,1033,2.7932319999999997
1786,1034,2.7959359999999998
1787,1048,2.833792
1788,1056,2.8554239999999997
1789,1058,2.860832
1790,1059,2.863536
1791,1076,2.9095039999999996
1792,1075,2.9067999999999996
1793,1089,2.9446559999999997
1794,1095,2.96088
1795,1105,2.98792
1796,1108,2.9960319999999996
1797,1118,3.023072
1798,1131,3.0582239999999996
1799,1129,3.052816
1800,1144,3.0933759999999997
1801,1153,3.1177119999999996
1802,1168,3.1582719999999997
1803,1163,3.144752
1804,1177,3.1826079999999997
1805,1189,3.2150559999999997
1806,1175,3.1771999999999996
1807,1199,3.2420959999999996
1808,1208,3.2664319999999996
1809,1220,3.2988799999999996
1810,1218,3.293472
1811,1229,3.323216
1812,1219,3.2961759999999996
1813,1254,3.3908159999999996
1814,1261,3.409744
1815,1282,3.466528
1816,1277,3.4530079999999996
1817,1281,3.463824
1818,1282,3.466528
1819,708,1.914432
1820,714,1.930656
1821,719,1.944176
1822,722,1.9522879999999998
1823,721,1.9495839999999998
1824,721,1.9495839999999998
1825,732,1.9793279999999998
1826,737,1.992848
1827,742,2.0063679999999997
1828,748,2.022592
1829,750,2.028
1830,752,2.0334079999999997
1831,758,2.049632
1832,766,2.0712639999999998
1833,772,2.087488
1834,771,2.084784
1835,775,2.0955999999999997
1836,788,2.1307519999999998
1837,784,2.119936
1838,792,2.141568
1839,803,2.171312
1840,802,2.168608
1841,805,2.17672
1842,808,2.1848319999999997
1843,816,2.206464
1844,821,2.2199839999999997
1845,825,2.2308
1846,828,2.238912
1847,834,2.255136
1848,833,2.2524319999999998
1849,839,2.268656
1850,848,2.292992
1851,852,2.3038079999999996
1852,857,2.317328
1853,872,2.357888
1854,870,2.35248
1855,870,2.35248
1856,886,2.3957439999999997
1857,890,2.40656
1858,890,2.40656
1859,891,2.409264
1860,905,2.44712
1861,904,2.444416
1862,918,2.482272
1863,915,2.47416
1864,926,2.503904
1865,928,2.509312
1866,941,2.5444639999999996
1867,951,2.571504
1868,952,2.5742079999999996
1869,954,2.5796159999999997
1870,960,2.59584
1871,962,2.601248
1872,968,2.617472
1873,969,2.620176
1874,976,2.6391039999999997
1875,985,2.66344
1876,987,2.6688479999999997
1877,1000,2.7039999999999997
1878,997,2.6958879999999996
1879,1003,2.712112
1880,1010,2.7310399999999997
1881,1019,2.7553759999999996
1882,1029,2.782416
1883,1043,2.8202719999999997
1884,1031,2.7878239999999996
1885,1041,2.8148639999999996
1886,1062,2.871648
1887,1047,2.831088
1888,1061,2.868944
1889,1070,2.89328
1890,1069,2.890576
1891,1079,2.9176159999999998
1892,1090,2.9473599999999998
1893,1101,2.9771039999999998
1894,1101,2.9771039999999998
1895,1113,3.009552
1896,1106,2.990624
1897,1124,3.0392959999999998
1898,1121,3.0311839999999997
1899,1130,3.0555199999999996
